Depth,Damage,Type,,,,,,,,,,
8.39,1,3,,,,,,,,,,
8.40,1,3,,,,,,,,,,
8.41,1,3,,,,,,,,,,
8.42,1,3,,,,,,,,,,
8.43,1,3,,,,,,,,,,
8.44,1,3,,,,,,,,,,
8.45,1,3,,,,,,,,,,
8.46,1,3,,,,,,,,,,
8.47,1,3,,,,,,,,,,
8.48,1,3,,,,,,,,,,
8.49,1,3,,,,,,,,,,
8.50,1,3,,,,,,,,,,
8.51,1,3,,,,,,,,,,
8.52,1,3,,,,,,,,,,
8.53,1,3,,,,,,,,,,
8.54,1,3,,,,,,,,,,
8.55,1,3,,,,,,,,,,
8.56,1,3,,,,,,,,,,
8.57,1,3,,,,,,,,,,
8.58,1,3,,,,,,,,,,
8.59,1,3,,,,,,,,,,
8.60,1,3,,,,,,,,,,
8.61,1,3,,,,,,,,,,
8.62,1,3,,,,,,,,,,
8.63,1,3,,,,,,,,,,
8.64,1,3,,,,,,,,,,
8.65,1,3,,,,,,,,,,
8.66,1,3,,,,,,,,,,
8.67,1,3,,,,,,,,,,
8.68,1,3,,,,,,,,,,
8.69,1,3,,,,,,,,,,
8.70,1,3,,,,,,,,,,
8.71,1,3,,,,,,,,,,
8.72,1,3,,,,,,,,,,
8.73,1,3,,,,,,,,,,
8.74,1,3,,,,,,,,,,
8.75,1,3,,,,,,,,,,
8.76,1,3,,,,,,,,,,
8.77,1,3,,,,,,,,,,
8.78,1,3,,,,,,,,,,
8.79,1,3,,,,,,,,,,
8.80,1,3,,,,,,,,,,
8.81,1,3,,,,,,,,,,
8.82,1,3,,,,,,,,,,
8.83,1,3,,,,,,,,,,
8.84,1,3,,,,,,,,,,
8.85,1,3,,,,,,,,,,
8.86,1,3,,,,,,,,,,
8.87,1,3,,,,,,,,,,
8.88,1,3,,,,,,,,,,
8.89,1,3,,,,,,,,,,
8.90,1,3,,,,,,,,,,
8.91,1,3,,,,,,,,,,
8.92,1,3,,,,,,,,,,
8.93,1,3,,,,,,,,,,
8.94,1,3,,,,,,,,,,
8.95,1,3,,,,,,,,,,
8.96,1,3,,,,,,,,,,
8.97,1,3,,,,,,,,,,
8.98,1,3,,,,,,,,,,
8.99,1,3,,,,,,,,,,
9.00,1,3,,,,,,,,,,
9.01,1,3,,,,,,,,,,
9.02,1,3,,,,,,,,,,
9.03,1,3,,,,,,,,,,
9.04,1,3,,,,,,,,,,
9.05,1,3,,,,,,,,,,
9.06,1,3,,,,,,,,,,
9.07,1,3,,,,,,,,,,
9.08,1,3,,,,,,,,,,
9.09,1,3,,,,,,,,,,
9.10,1,3,,,,,,,,,,
9.11,1,3,,,,,,,,,,
9.12,1,3,,,,,,,,,,
9.13,1,3,,,,,,,,,,
9.14,1,3,,,,,,,,,,
9.15,1,3,,,,,,,,,,
9.16,1,3,,,,,,,,,,
9.17,1,3,,,,,,,,,,
9.18,1,3,,,,,,,,,,
9.19,1,3,,,,,,,,,,
9.20,1,3,,,,,,,,,,
9.21,1,3,,,,,,,,,,
9.22,1,3,,,,,,,,,,
9.23,1,3,,,,,,,,,,
9.24,1,3,,,,,,,,,,
9.25,1,3,,,,,,,,,,
9.26,1,3,,,,,,,,,,
9.27,1,3,,,,,,,,,,
9.28,1,3,,,,,,,,,,
9.29,1,3,,,,,,,,,,
9.30,1,3,,,,,,,,,,
9.31,1,3,,,,,,,,,,
9.32,1,3,,,,,,,,,,
9.33,1,3,,,,,,,,,,
9.34,1,3,,,,,,,,,,
9.35,1,3,,,,,,,,,,
9.36,1,3,,,,,,,,,,
9.37,1,3,,,,,,,,,,
9.38,1,3,,,,,,,,,,
9.39,1,3,,,,,,,,,,
9.40,1,3,,,,,,,,,,
9.41,1,3,,,,,,,,,,
9.42,1,3,,,,,,,,,,
9.43,1,3,,,,,,,,,,
9.44,1,3,,,,,,,,,,
9.45,1,3,,,,,,,,,,
9.46,1,3,,,,,,,,,,
9.47,1,3,,,,,,,,,,
9.48,1,3,,,,,,,,,,
9.49,1,3,,,,,,,,,,
9.50,1,3,,,,,,,,,,
9.51,1,3,,,,,,,,,,
9.52,1,3,,,,,,,,,,
9.53,1,3,,,,,,,,,,
9.54,1,3,,,,,,,,,,
9.55,1,3,,,,,,,,,,
9.56,1,3,,,,,,,,,,
9.57,1,3,,,,,,,,,,
9.58,1,3,,,,,,,,,,
9.59,1,3,,,,,,,,,,
9.60,1,3,,,,,,,,,,
9.61,1,3,,,,,,,,,,
9.62,1,3,,,,,,,,,,
9.63,1,3,,,,,,,,,,
9.64,1,3,,,,,,,,,,
9.65,1,3,,,,,,,,,,
9.66,1,3,,,,,,,,,,
9.67,1,3,,,,,,,,,,
9.68,1,3,,,,,,,,,,
9.69,1,3,,,,,,,,,,
9.70,1,3,,,,,,,,,,
9.71,1,3,,,,,,,,,,
9.72,1,3,,,,,,,,,,
9.73,1,3,,,,,,,,,,
9.74,1,3,,,,,,,,,,
9.75,1,3,,,,,,,,,,
9.76,1,3,,,,,,,,,,
9.77,1,3,,,,,,,,,,
9.78,1,3,,,,,,,,,,
9.79,1,3,,,,,,,,,,
9.80,1,3,,,,,,,,,,
9.81,1,3,,,,,,,,,,
9.82,1,3,,,,,,,,,,
9.83,1,3,,,,,,,,,,
9.84,1,3,,,,,,,,,,
9.85,1,3,,,,,,,,,,
9.86,1,3,,,,,,,,,,
9.87,1,3,,,,,,,,,,
9.88,1,3,,,,,,,,,,
9.89,1,3,,,,,,,,,,
9.90,1,3,,,,,,,,,,
9.91,1,3,,,,,,,,,,
9.92,1,3,,,,,,,,,,
9.93,1,3,,,,,,,,,,
9.94,1,3,,,,,,,,,,
9.95,1,3,,,,,,,,,,
9.96,1,3,,,,,,,,,,
9.97,1,3,,,,,,,,,,
9.98,1,3,,,,,,,,,,
9.99,1,3,,,,,,,,,,
10.00,1,3,,,,,,,,,,
0.00,0,3,,,,,,,,,,
0.01,0,4,,,,,,,,,,
0.02,0,4,,,,,,,,,,
0.03,0,4,,,,,,,,,,
0.04,0,4,,,,,,,,,,
0.05,0,4,,,,,,,,,,
0.06,0,4,,,,,,,,,,
0.07,0,4,,,,,,,,,,
0.08,0,4,,,,,,,,,,
0.09,0,4,,,,,,,,,,
0.10,0,4,,,,,,,,,,
0.11,0,4,,,,,,,,,,
0.12,0,4,,,,,,,,,,
0.13,0,4,,,,,,,,,,
0.14,0,4,,,,,,,,,,
0.15,0,4,,,,,,,,,,
0.16,0,4,,,,,,,,,,
0.17,0,4,,,,,,,,,,
0.18,0,4,,,,,,,,,,
0.19,0,4,,,,,,,,,,
0.20,0,4,,,,,,,,,,
0.21,0,4,,,,,,,,,,
0.22,0,4,,,,,,,,,,
0.23,0,4,,,,,,,,,,
0.24,0,4,,,,,,,,,,
0.25,0,4,,,,,,,,,,
0.26,0,4,,,,,,,,,,
0.27,0,4,,,,,,,,,,
0.28,0,4,,,,,,,,,,
0.29,0,4,,,,,,,,,,
0.30,0,4,,,,,,,,,,
0.31,0,4,,,,,,,,,,
0.32,0,4,,,,,,,,,,
0.33,0,4,,,,,,,,,,
0.34,0,4,,,,,,,,,,
0.35,0,4,,,,,,,,,,
0.36,0,4,,,,,,,,,,
0.37,0,4,,,,,,,,,,
0.38,0,4,,,,,,,,,,
0.39,0,4,,,,,,,,,,
0.40,0,4,,,,,,,,,,
0.41,0,4,,,,,,,,,,
0.42,0,4,,,,,,,,,,
0.43,0,4,,,,,,,,,,
0.44,0,4,,,,,,,,,,
0.45,0,4,,,,,,,,,,
0.46,0,4,,,,,,,,,,
0.47,0,4,,,,,,,,,,
0.48,0,4,,,,,,,,,,
0.49,0,4,,,,,,,,,,
0.50,0,4,,,,,,,,,,
0.51,0,4,,,,,,,,,,
0.52,0,4,,,,,,,,,,
0.53,0,4,,,,,,,,,,
0.54,0,4,,,,,,,,,,
0.55,0.0001,4,,,,,,,,,,
0.56,0.00012,4,,,,,,,,,,
0.57,0.000142511841378488,4,,,,,,,,,,
0.58,0.000157416333321486,4,,,,,,,,,,
0.59,0.000172383075660892,4,,,,,,,,,,
0.60,0.000187385675456489,4,,,,,,,,,,
0.61,0.000202397739768058,4,,,,,,,,,,
0.62,0.000217392875655381,4,,,,,,,,,,
0.63,0.00023234469017824,4,,,,,,,,,,
0.64,0.000247226790396417,4,,,,,,,,,,
0.65,0.000262021192620027,4,,,,,,,,,,
0.66,0.00027693528230017,4,,,,,,,,,,
0.67,0.000292421141585121,4,,,,,,,,,,
0.68,0.000308943135590161,4,,,,,,,,,,
0.69,0.000326965629430568,4,,,,,,,,,,
0.70,0.000346952988221623,4,,,,,,,,,,
0.71,0.000369369577078606,4,,,,,,,,,,
0.72,0.000394679761116796,4,,,,,,,,,,
0.73,0.000423347905451473,4,,,,,,,,,,
0.74,0.000455838375197917,4,,,,,,,,,,
0.75,0.000492615535471408,4,,,,,,,,,,
0.76,0.000534143751387225,4,,,,,,,,,,
0.77,0.000580887388060649,4,,,,,,,,,,
0.78,0.000633310810606959,4,,,,,,,,,,
0.79,0.000691878384141434,4,,,,,,,,,,
0.80,0.000757054473779355,4,,,,,,,,,,
0.81,0.000829303444636002,4,,,,,,,,,,
0.82,0.000909089661826653,4,,,,,,,,,,
0.83,0.000996877490466589,4,,,,,,,,,,
0.84,0.00109313129567109,4,,,,,,,,,,
0.85,0.00119831544255544,4,,,,,,,,,,
0.86,0.00131289429623491,4,,,,,,,,,,
0.87,0.00143733222182478,4,,,,,,,,,,
0.88,0.00157209358444034,4,,,,,,,,,,
0.89,0.00171764274919686,4,,,,,,,,,,
0.90,0.00187444408120963,4,,,,,,,,,,
0.91,0.00204296194559391,4,,,,,,,,,,
0.92,0.00222366070746501,4,,,,,,,,,,
0.93,0.00241700473193818,4,,,,,,,,,,
0.94,0.00262345838412871,4,,,,,,,,,,
0.95,0.0028434860291519,4,,,,,,,,,,
0.96,0.00307755203212299,4,,,,,,,,,,
0.97,0.0033261207581573,4,,,,,,,,,,
0.98,0.00358965657237008,4,,,,,,,,,,
0.99,0.00386862383987663,4,,,,,,,,,,
1.00,0.00416348692579222,4,,,,,,,,,,
1.01,0.00447471019523212,4,,,,,,,,,,
1.02,0.00497323624218976,4,,,,,,,,,,
1.03,0.00532739156781982,4,,,,,,,,,,
1.04,0.00569953235487769,4,,,,,,,,,,
1.05,0.00609012296847863,4,,,,,,,,,,
1.06,0.00649962777373792,4,,,,,,,,,,
1.07,0.00692851113577087,4,,,,,,,,,,
1.08,0.00737723741969273,4,,,,,,,,,,
1.09,0.00784627099061878,4,,,,,,,,,,
1.10,0.00833607621366432,4,,,,,,,,,,
1.11,0.00884711745394462,4,,,,,,,,,,
1.12,0.00937985907657496,4,,,,,,,,,,
1.13,0.0099347654466706,4,,,,,,,,,,
1.14,0.0105123009293469,4,,,,,,,,,,
1.15,0.011112929889719,4,,,,,,,,,,
1.16,0.0117371166929023,4,,,,,,,,,,
1.17,0.012385325704012,4,,,,,,,,,,
1.18,0.0130580212881635,4,,,,,,,,,,
1.19,0.0137556678104719,4,,,,,,,,,,
1.20,0.0144787296360526,4,,,,,,,,,,
1.21,0.0152276711300209,4,,,,,,,,,,
1.22,0.016002956657492,4,,,,,,,,,,
1.23,0.0168050505835812,4,,,,,,,,,,
1.24,0.0176344172734038,4,,,,,,,,,,
1.25,0.0184915210920751,4,,,,,,,,,,
1.26,0.0193768264047104,4,,,,,,,,,,
1.27,0.0202906486552751,4,,,,,,,,,,
1.28,0.0212325843150185,4,,,,,,,,,,
1.29,0.022202013165475,4,,,,,,,,,,
1.30,0.0231983149439128,4,,,,,,,,,,
1.31,0.0242208693875999,4,,,,,,,,,,
1.32,0.0252690562338047,4,,,,,,,,,,
1.33,0.0263422552197953,4,,,,,,,,,,
1.34,0.0274398460828397,4,,,,,,,,,,
1.35,0.0285612085602062,4,,,,,,,,,,
1.36,0.029705722389163,4,,,,,,,,,,
1.37,0.0308727673069782,4,,,,,,,,,,
1.38,0.0320617230509199,4,,,,,,,,,,
1.39,0.0332719693582564,4,,,,,,,,,,
1.40,0.0345028859662558,4,,,,,,,,,,
1.41,0.0357538526121862,4,,,,,,,,,,
1.42,0.0370242490333158,4,,,,,,,,,,
1.43,0.0383134549669129,4,,,,,,,,,,
1.44,0.0396208501502454,4,,,,,,,,,,
1.45,0.0409458143205817,4,,,,,,,,,,
1.46,0.0422877272151898,4,,,,,,,,,,
1.47,0.043645968571338,4,,,,,,,,,,
1.48,0.0450199181262944,4,,,,,,,,,,
1.49,0.0464089556173271,4,,,,,,,,,,
1.50,0.0478124607817044,4,,,,,,,,,,
1.51,0.0492298133566943,4,,,,,,,,,,
1.52,0.0506603930795651,4,,,,,,,,,,
1.53,0.0521035796875848,4,,,,,,,,,,
1.54,0.0535587529180218,4,,,,,,,,,,
1.55,0.0550252925081441,4,,,,,,,,,,
1.56,0.0565025781952199,4,,,,,,,,,,
1.57,0.0579899897165173,4,,,,,,,,,,
1.58,0.0594869068093046,4,,,,,,,,,,
1.59,0.0609927092108499,4,,,,,,,,,,
1.60,0.0625067766584213,4,,,,,,,,,,
1.61,0.0640284888892869,4,,,,,,,,,,
1.62,0.0655572256407151,4,,,,,,,,,,
1.63,0.067092366649974,4,,,,,,,,,,
1.64,0.0686332916543316,4,,,,,,,,,,
1.65,0.0701793803910561,4,,,,,,,,,,
1.66,0.0717300125974159,4,,,,,,,,,,
1.67,0.0732845680106788,4,,,,,,,,,,
1.68,0.0748424263681132,4,,,,,,,,,,
1.69,0.0764029674069873,4,,,,,,,,,,
1.70,0.0779655708645691,4,,,,,,,,,,
1.71,0.0795296164781269,4,,,,,,,,,,
1.72,0.0810944839849287,4,,,,,,,,,,
1.73,0.0826595531222429,4,,,,,,,,,,
1.74,0.0842242036273374,4,,,,,,,,,,
1.75,0.0857878152374805,4,,,,,,,,,,
1.76,0.0873497676899404,4,,,,,,,,,,
1.77,0.0889094407219852,4,,,,,,,,,,
1.78,0.0904662140708831,4,,,,,,,,,,
1.79,0.0920194674739022,4,,,,,,,,,,
1.80,0.0935685806683107,4,,,,,,,,,,
1.81,0.0951129333913768,4,,,,,,,,,,
1.82,0.0966519053803687,4,,,,,,,,,,
1.83,0.0981848763725543,4,,,,,,,,,,
1.84,0.099711226105202,4,,,,,,,,,,
1.85,0.10123033431558,4,,,,,,,,,,
1.86,0.102741580740956,4,,,,,,,,,,
1.87,0.104244345118599,4,,,,,,,,,,
1.88,0.105738007185777,4,,,,,,,,,,
1.89,0.107221946679757,4,,,,,,,,,,
1.90,0.108695814668223,4,,,,,,,,,,
1.91,0.110160703596574,4,,,,,,,,,,
1.92,0.111618182677885,4,,,,,,,,,,
1.93,0.113069821429279,4,,,,,,,,,,
1.94,0.114517189367876,4,,,,,,,,,,
1.95,0.115961856010798,4,,,,,,,,,,
1.96,0.117405390875164,4,,,,,,,,,,
1.97,0.118849363478096,4,,,,,,,,,,
1.98,0.120295343336715,4,,,,,,,,,,
1.99,0.121744899968142,4,,,,,,,,,,
2.00,0.123199602889498,4,,,,,,,,,,
2.01,0.124661021617903,4,,,,,,,,,,
2.02,0.126130725670479,4,,,,,,,,,,
2.03,0.127610284564346,4,,,,,,,,,,
2.04,0.129101267816626,4,,,,,,,,,,
2.05,0.130605244944439,4,,,,,,,,,,
2.06,0.132123785464906,4,,,,,,,,,,
2.07,0.133658458895148,4,,,,,,,,,,
2.08,0.135210834752287,4,,,,,,,,,,
2.09,0.136782482553442,4,,,,,,,,,,
2.10,0.138374971815735,4,,,,,,,,,,
2.11,0.139989872056287,4,,,,,,,,,,
2.12,0.141628752792219,4,,,,,,,,,,
2.13,0.143293183540652,4,,,,,,,,,,
2.14,0.144984733818706,4,,,,,,,,,,
2.15,0.146704973143503,4,,,,,,,,,,
2.16,0.148455471032163,4,,,,,,,,,,
2.17,0.150237797001807,4,,,,,,,,,,
2.18,0.152053520569557,4,,,,,,,,,,
2.19,0.153904211252533,4,,,,,,,,,,
2.20,0.155791438567855,4,,,,,,,,,,
2.21,0.157716397334067,4,,,,,,,,,,
2.22,0.159678195288943,4,,,,,,,,,,
2.23,0.161675217777196,4,,,,,,,,,,
2.24,0.163705849444523,4,,,,,,,,,,
2.25,0.165768474936623,4,,,,,,,,,,
2.26,0.167861478899193,4,,,,,,,,,,
2.27,0.16998324597793,4,,,,,,,,,,
2.28,0.172132160818534,4,,,,,,,,,,
2.29,0.1743066080667,4,,,,,,,,,,
2.30,0.176504972368128,4,,,,,,,,,,
2.31,0.178725638368515,4,,,,,,,,,,
2.32,0.180966990713558,4,,,,,,,,,,
2.33,0.183227414048955,4,,,,,,,,,,
2.34,0.185505293020405,4,,,,,,,,,,
2.35,0.187799012273604,4,,,,,,,,,,
2.36,0.190106956454251,4,,,,,,,,,,
2.37,0.192427510208044,4,,,,,,,,,,
2.38,0.194759058180679,4,,,,,,,,,,
2.39,0.197099985017856,4,,,,,,,,,,
2.40,0.199448675365271,4,,,,,,,,,,
2.41,0.201803513868622,4,,,,,,,,,,
2.42,0.204162885173608,4,,,,,,,,,,
2.43,0.206525173925925,4,,,,,,,,,,
2.44,0.208888764771272,4,,,,,,,,,,
2.45,0.211252042355346,4,,,,,,,,,,
2.46,0.213613391323845,4,,,,,,,,,,
2.47,0.215971196322467,4,,,,,,,,,,
2.48,0.21832384199691,4,,,,,,,,,,
2.49,0.220669712992871,4,,,,,,,,,,
2.50,0.223007193956048,4,,,,,,,,,,
2.51,0.225334669532139,4,,,,,,,,,,
2.52,0.227650756846932,4,,,,,,,,,,
2.53,0.229955431152114,4,,,,,,,,,,
2.54,0.23224915946082,4,,,,,,,,,,
2.55,0.234532409466297,4,,,,,,,,,,
2.56,0.236805648861796,4,,,,,,,,,,
2.57,0.239069345340564,4,,,,,,,,,,
2.58,0.241323966595851,4,,,,,,,,,,
2.59,0.243569980320905,4,,,,,,,,,,
2.60,0.245807854208974,4,,,,,,,,,,
2.61,0.248038055953308,4,,,,,,,,,,
2.62,0.250261053247156,4,,,,,,,,,,
2.63,0.252477313783765,4,,,,,,,,,,
2.64,0.254687305256385,4,,,,,,,,,,
2.65,0.256891495358264,4,,,,,,,,,,
2.66,0.259090351782652,4,,,,,,,,,,
2.67,0.261284342222796,4,,,,,,,,,,
2.68,0.263473934371945,4,,,,,,,,,,
2.69,0.265659595923349,4,,,,,,,,,,
2.70,0.267841794570256,4,,,,,,,,,,
2.71,0.270020998005914,4,,,,,,,,,,
2.72,0.272197673923573,4,,,,,,,,,,
2.73,0.27437229001648,4,,,,,,,,,,
2.74,0.276545313977886,4,,,,,,,,,,
2.75,0.278717213501038,4,,,,,,,,,,
2.76,0.280888456279185,4,,,,,,,,,,
2.77,0.283059510005576,4,,,,,,,,,,
2.78,0.285230842373459,4,,,,,,,,,,
2.79,0.287402921076084,4,,,,,,,,,,
2.80,0.289576213806699,4,,,,,,,,,,
2.81,0.291751188258553,4,,,,,,,,,,
2.82,0.293928312124893,4,,,,,,,,,,
2.83,0.296108053098971,4,,,,,,,,,,
2.84,0.298290878874033,4,,,,,,,,,,
2.85,0.300477257143328,4,,,,,,,,,,
2.86,0.302667655600106,4,,,,,,,,,,
2.87,0.304862541937615,4,,,,,,,,,,
2.88,0.307062383849103,4,,,,,,,,,,
2.89,0.30926764902782,4,,,,,,,,,,
2.90,0.311478805167014,4,,,,,,,,,,
2.91,0.313696319959934,4,,,,,,,,,,
2.92,0.315920661099828,4,,,,,,,,,,
2.93,0.318152296279946,4,,,,,,,,,,
2.94,0.320391693193535,4,,,,,,,,,,
2.95,0.322639319533845,4,,,,,,,,,,
2.96,0.324895642994125,4,,,,,,,,,,
2.97,0.327161131267623,4,,,,,,,,,,
2.98,0.329436252047587,4,,,,,,,,,,
2.99,0.331721473027267,4,,,,,,,,,,
3.00,0.334017261899911,4,,,,,,,,,,
3.01,0.336324086358768,4,,,,,,,,,,
3.02,0.338642414097087,4,,,,,,,,,,
3.03,0.340972712808116,4,,,,,,,,,,
3.04,0.343315450185104,4,,,,,,,,,,
3.05,0.3456710939213,4,,,,,,,,,,
3.06,0.348040111709953,4,,,,,,,,,,
3.07,0.35042297124431,4,,,,,,,,,,
3.08,0.352820140217622,4,,,,,,,,,,
3.09,0.355232086323136,4,,,,,,,,,,
3.10,0.357659277254101,4,,,,,,,,,,
3.11,0.360102180703767,4,,,,,,,,,,
3.12,0.362561264365381,4,,,,,,,,,,
3.13,0.365036995932193,4,,,,,,,,,,
3.14,0.36752984309745,4,,,,,,,,,,
3.15,0.370040157859524,4,,,,,,,,,,
3.16,0.372567546849864,4,,,,,,,,,,
3.17,0.375111321186842,4,,,,,,,,,,
3.18,0.377670791247267,4,,,,,,,,,,
3.19,0.380245267407948,4,,,,,,,,,,
3.20,0.382834060045695,4,,,,,,,,,,
3.21,0.385436479537317,4,,,,,,,,,,
3.22,0.388051836259624,4,,,,,,,,,,
3.23,0.390679440589424,4,,,,,,,,,,
3.24,0.393318602903528,4,,,,,,,,,,
3.25,0.395968633578744,4,,,,,,,,,,
3.26,0.398628842991882,4,,,,,,,,,,
3.27,0.401298541519751,4,,,,,,,,,,
3.28,0.403977039539161,4,,,,,,,,,,
3.29,0.406663647426921,4,,,,,,,,,,
3.30,0.40935767555984,4,,,,,,,,,,
3.31,0.412058214347872,4,,,,,,,,,,
3.32,0.41476290103494,4,,,,,,,,,,
3.33,0.417468783424615,4,,,,,,,,,,
3.34,0.420172907635564,4,,,,,,,,,,
3.35,0.422872319786451,4,,,,,,,,,,
3.36,0.425564065995943,4,,,,,,,,,,
3.37,0.428245192382705,4,,,,,,,,,,
3.38,0.430912745065402,4,,,,,,,,,,
3.39,0.433563770162701,4,,,,,,,,,,
3.40,0.436195313793266,4,,,,,,,,,,
3.41,0.438804422075764,4,,,,,,,,,,
3.42,0.441388141128859,4,,,,,,,,,,
3.43,0.443943517071217,4,,,,,,,,,,
3.44,0.446467596021504,4,,,,,,,,,,
3.45,0.448957424098386,4,,,,,,,,,,
3.46,0.451410521745576,4,,,,,,,,,,
3.47,0.453827617883693,4,,,,,,,,,,
3.48,0.456210770938456,4,,,,,,,,,,
3.49,0.458562043602801,4,,,,,,,,,,
3.50,0.460883498569666,4,,,,,,,,,,
3.51,0.463177198531989,4,,,,,,,,,,
3.52,0.465445206182707,4,,,,,,,,,,
3.53,0.467689584214757,4,,,,,,,,,,
3.54,0.469912395321077,4,,,,,,,,,,
3.55,0.472115702194603,4,,,,,,,,,,
3.56,0.474301567528274,4,,,,,,,,,,
3.57,0.476472054015027,4,,,,,,,,,,
3.58,0.478629224347798,4,,,,,,,,,,
3.59,0.480775141219526,4,,,,,,,,,,
3.60,0.482911867323148,4,,,,,,,,,,
3.61,0.485041465351601,4,,,,,,,,,,
3.62,0.487165997997822,4,,,,,,,,,,
3.63,0.489287527954749,4,,,,,,,,,,
3.64,0.491408117915319,4,,,,,,,,,,
3.65,0.49352983057247,4,,,,,,,,,,
3.66,0.495654728619139,4,,,,,,,,,,
3.67,0.497784874748262,4,,,,,,,,,,
3.68,0.499922331652779,4,,,,,,,,,,
3.69,0.502069162025626,4,,,,,,,,,,
3.70,0.504227428559739,4,,,,,,,,,,
3.71,0.506399193948058,4,,,,,,,,,,
3.72,0.508586520883518,4,,,,,,,,,,
3.73,0.510791472059058,4,,,,,,,,,,
3.74,0.513016110167615,4,,,,,,,,,,
3.75,0.515262497902126,4,,,,,,,,,,
3.76,0.517532697955528,4,,,,,,,,,,
3.77,0.519828277796158,4,,,,,,,,,,
3.78,0.522147286176538,4,,,,,,,,,,
3.79,0.524486248394338,4,,,,,,,,,,
3.80,0.526841683638642,4,,,,,,,,,,
3.81,0.529210111098534,4,,,,,,,,,,
3.82,0.531588049963101,4,,,,,,,,,,
3.83,0.533972019421428,4,,,,,,,,,,
3.84,0.5363585386626,4,,,,,,,,,,
3.85,0.538744126875701,4,,,,,,,,,,
3.86,0.541125303249817,4,,,,,,,,,,
3.87,0.543498586974034,4,,,,,,,,,,
3.88,0.545860497237435,4,,,,,,,,,,
3.89,0.548207553229107,4,,,,,,,,,,
3.90,0.550536274138135,4,,,,,,,,,,
3.91,0.552843179153604,4,,,,,,,,,,
3.92,0.555124787464598,4,,,,,,,,,,
3.93,0.557377618260204,4,,,,,,,,,,
3.94,0.559598190729506,4,,,,,,,,,,
3.95,0.56178302406159,4,,,,,,,,,,
3.96,0.56392863744554,4,,,,,,,,,,
3.97,0.566031550070442,4,,,,,,,,,,
3.98,0.568088281125381,4,,,,,,,,,,
3.99,0.570095349799442,4,,,,,,,,,,
4.00,0.57204927528171,4,,,,,,,,,,
4.01,0.573946576761271,4,,,,,,,,,,
4.02,0.575783773427209,4,,,,,,,,,,
4.03,0.57755738446861,4,,,,,,,,,,
4.04,0.579263929074559,4,,,,,,,,,,
4.05,0.580899926434141,4,,,,,,,,,,
4.06,0.582461895736442,4,,,,,,,,,,
4.07,0.583946356170546,4,,,,,,,,,,
4.08,0.585349826925538,4,,,,,,,,,,
4.09,0.586672259491736,4,,,,,,,,,,
4.10,0.587939276064756,4,,,,,,,,,,
4.11,0.589188124510332,4,,,,,,,,,,
4.12,0.590456110153201,4,,,,,,,,,,
4.13,0.5917805383181,4,,,,,,,,,,
4.14,0.593198714329767,4,,,,,,,,,,
4.15,0.594747943512939,4,,,,,,,,,,
4.16,0.596465531192353,4,,,,,,,,,,
4.17,0.598382496440303,4,,,,,,,,,,
4.18,0.600482231720066,4,,,,,,,,,,
4.19,0.602726317637601,4,,,,,,,,,,
4.20,0.605076221534485,4,,,,,,,,,,
4.21,0.607493410752296,4,,,,,,,,,,
4.22,0.609939352632609,4,,,,,,,,,,
4.23,0.612375514517003,4,,,,,,,,,,
4.24,0.614763363747054,4,,,,,,,,,,
4.25,0.617068088101836,4,,,,,,,,,,
4.26,0.619283429766731,4,,,,,,,,,,
4.27,0.62141635516567,4,,,,,,,,,,
4.28,0.623473902795728,4,,,,,,,,,,
4.29,0.625463111153978,4,,,,,,,,,,
4.30,0.627391018737492,4,,,,,,,,,,
4.31,0.629264664043344,4,,,,,,,,,,
4.32,0.631091085568607,4,,,,,,,,,,
4.33,0.632877321810354,4,,,,,,,,,,
4.34,0.634630411265657,4,,,,,,,,,,
4.35,0.636357392431591,4,,,,,,,,,,
4.36,0.638065303805228,4,,,,,,,,,,
4.37,0.639761183883641,4,,,,,,,,,,
4.38,0.641452071163904,4,,,,,,,,,,
4.39,0.643145004143089,4,,,,,,,,,,
4.40,0.644846508158603,4,,,,,,,,,,
4.41,0.646559072879416,4,,,,,,,,,,
4.42,0.64828327946935,4,,,,,,,,,,
4.43,0.650019697734245,4,,,,,,,,,,
4.44,0.651768897479945,4,,,,,,,,,,
4.45,0.65353144851229,4,,,,,,,,,,
4.46,0.655307920637122,4,,,,,,,,,,
4.47,0.657098883660284,4,,,,,,,,,,
4.48,0.658904907387616,4,,,,,,,,,,
4.49,0.66072656162496,4,,,,,,,,,,
4.50,0.66256441617816,4,,,,,,,,,,
4.51,0.664419040853055,4,,,,,,,,,,
4.52,0.666291005455488,4,,,,,,,,,,
4.53,0.6681808797913,4,,,,,,,,,,
4.54,0.670089233666334,4,,,,,,,,,,
4.55,0.672016636886432,4,,,,,,,,,,
4.56,0.673963659257434,4,,,,,,,,,,
4.57,0.675930870585183,4,,,,,,,,,,
4.58,0.67791884067552,4,,,,,,,,,,
4.59,0.679928139334288,4,,,,,,,,,,
4.60,0.681959336367328,4,,,,,,,,,,
4.61,0.684013001580481,4,,,,,,,,,,
4.62,0.68608970477959,4,,,,,,,,,,
4.63,0.688190015770496,4,,,,,,,,,,
4.64,0.690314504359041,4,,,,,,,,,,
4.65,0.692463740351067,4,,,,,,,,,,
4.66,0.694638293552416,4,,,,,,,,,,
4.67,0.696838733768929,4,,,,,,,,,,
4.68,0.699065630806449,4,,,,,,,,,,
